1568017731.1486595,8D4C01E45805B649D8EDDF517B23
1568017731.3636475,0246009B4584F0
1568017731.4698508,5D4C01E4BC9DD0
1568017731.9622574,0241009C9B7913
1568017732.0737627,8D4C01E45805C2DE80F4AAF961B3
1568017732.515212,2000009D343DF0
1568017732.6724904,8D4C01E499440793008802D2D79C
1568017732.6872003,0241009D648D1A
1568017732.7500923,0246009D45A0DD
1568017732.8647823,0246009D45A0DD
1568017732.893812,0241009D648D1A
1568017733.0516376,8D4C01E45805E6499CEDDEE1391C
1568017733.051672,5D4C01E4BC9DD0
1568017733.0618067,0241009E9B6508
1568017733.0618737,5D4C01E4BC9DD0
1568017733.1793184,8D4C01E499440793008802D2D79C
1568017733.2521412,5D4C01E4BC9DEA
1568017733.2749956,5D4C01E4BC9DD0
1568017733.5899308,8D4C01E499440793008C03151595
1568017733.6130557,0241009F649101
1568017733.9132867,8D4C01E45805F64984EDDD9D9BF6
1568017733.9657428,0241009F649101
1568017734.6543071,8D4C01E499440792E09402742819
1568017734.6619558,024100B09AF0F9
1568017734.8262289,5D4C01E4BC9DC6
1568017734.8791063,8D4C01E4580702DE2AF4A88E9702
1568017734.9575572,024100B09AF0F9
1568017734.9866269,5D4C01E4BC9DD0
1568017735.051614,024100B16504F0
1568017735.1716864,5D4C01E4BC9DC6
1568017735.1976418,5D4C01E4BC9DC6
1568017735.2078052,5D4C01E4BC9DEA
1568017735.2374659,024100B16504F0
1568017735.3117082,5D4C01E4BC9DEA
1568017735.6769786,8D4C01E499440792E09402742819
1568017735.8341763,024100B29AECE2
1568017735.9096615,024100B29AECE2
1568017736.0406828,024100B29AECE2
1568017736.1168723,024100B29AECE2
1568017736.3665235,5D4C01E4BC9DEA
1568017736.4297497,5D4C01E4BC9DD0
1568017736.4368834,5D4C01E4BC9DD0
1568017736.445352,5D4C01E4BC9DD0
1568017736.4478903,5D4C01E4BC9DD0
1568017736.4575875,5D4C01E4BC9DEA
1568017736.5020642,024100B36518EB
1568017736.550918,024100B36518EB
1568017736.6699834,8D4C01E499440692E094027722D7
1568017736.8643672,024100B36518EB
1568017736.9913726,024100B49AC8CF
1568017737.1672218,024100B49AC8CF
1568017737.3380141,5D4C01E4BC9DEA
1568017737.4041567,024600B4BBE508
1568017737.4093523,024600B4BBE508
1568017737.5833354,8D4C01E499440692E094027722D7
1568017737.66128,024100B5653CC6
1568017737.8090599,200000B5358C2C
1568017737.8395548,024100B5653CC6
1568017737.8496807,024100B5653CC6
1568017737.8753102,024100B5653CC6
1568017737.9741802,024100B5653CC6
1568017738.0027554,024100B5653CC6
1568017738.0054944,024100B5653CC6
1568017738.0140212,804100B5580752DDCAF4A782CD03
1568017738.2403684,024100B69AD4D4
1568017738.3220084,5D4C01E4BC9DC6
1568017738.4353693,024100B69AD4D4
1568017738.4718237,5D4C01E4BC9DD0
1568017738.4749231,5D4C01E4BC9DD0
1568017738.4841774,024100B69AD4D4
1568017738.4886572,024100B69AD4D4
1568017738.540169,8D4C01E499440692E0940388D6DE
1568017738.7910142,024100B69AD4D4
1568017738.8466227,8D4C01E4580762DDB2F4A608CC43
1568017738.9438202,024100B76520DD
1568017739.0560226,024100B76520DD
1568017739.105359,200000B7359037
1568017739.2919812,5D4C01E4BC9DEA
1568017739.455337,024100B76520DD
1568017739.4630497,024100B76520DD
1568017739.4823623,024100B76520DD
1568017739.5205548,8D4C01E499440792C09802790E30
1568017739.5364442,5D4C01E4BC9DD0
1568017739.5438156,5D4C01E4BC9DD0
1568017739.6620755,8D4C01E4580782DD9AF4A6FA6B2B
1568017739.6765542,5D4C01E4BC9DD0
1568017739.7623937,024100B89A8095
1568017739.8075137,024100B89A8095
1568017739.868071,024100B89A8095
1568017739.9471939,024100B89A8095
1568017739.968068,5D4C01E4BC9DEA
1568017740.003015,024100B89A8095
1568017740.0819533,024100B89A8095
1568017740.0991468,8D4C01E420053332C1A8207D484C
1568017740.2430012,8D4C01E458079648C6EDDA6EB43C
1568017740.3354695,5D4C01E4BC9DEA
1568017740.3845716,024100B965749C
1568017740.4567792,5D4C01E4BC9DD0
1568017740.4679453,5D4C01E4BC9DD0
1568017740.478715,5D4C01E4BC9DD0
1568017740.4923503,5D4C01E4BC9DD0
